Date,AAPL,XLU,FTSE,XLV,XLF,XLP,XLK,QQQ,XLE,DXY,HSI
2000-01-06,,,,,,,,,,,
2000-01-07,0.047369031583179844,0.008600732197750371,0.008934050072910482,0.012207842559748716,0.016551590083355494,0.06339491653811313,0.017456366596621198,0.12368221220588604,0.010686254934662465,0.0014903281033764593,0.016656508909621337
2000-01-10,-0.017588046652148526,0.003411224119781231,0.015819147969911018,0.10225492793066393,-0.01763890290222525,-0.02243609431879756,0.03798960027394416,0.027777868289881047,-0.008347849305492261,0.0018848691097177461,0.028729851298235687
2000-01-11,-0.051151039819055444,-0.010764792419544977,-0.0134389107168853,-0.02664093438636983,-0.016574699124499714,0.0,-0.028335261531270084,-0.048648937383374835,0.001122788243835604,-0.004257850423522114,0.0008770342304618151
2000-01-12,-0.05997272248938401,-0.010309388854112367,0.0021322466293358655,-0.016618029032171466,0.019662356379924972,0.005245772948070604,-0.004252762367568108,-0.022016359505175442,-0.0044845062260214785,0.0005967103166775178,-0.009324075482106231
2000-01-13,0.10967645474188825,-0.009258958411904605,-0.00019896594513235666,0.02982124158352817,0.030303781217984493,0.005219017319567643,0.009151927406519489,0.06027621711969555,0.017455228909488252,0.0037765577722652655,-0.005103676567415949
2000-01-14,0.03811368178834096,0.008177170323178995,0.019398330446681378,-0.008687364363764383,0.023395546684706225,0.0032443517836444613,0.022974983383069247,0.02328814896671072,-0.0060874507996721006,0.007128724957456756,-0.005871805340124103
2000-01-18,0.03484770368116652,-0.004055704390995785,-0.023069311998817232,-0.018500928016892848,-0.03331151870399485,-0.01681750398922288,0.005318979211822228,0.005354154304294534,0.012249469643118793,0.0013763211558037725,0.015892215831481593
2000-01-19,0.025256071648520173,0.0005817802928578253,-0.009085892563563625,0.023809599019367633,-0.003378793423743698,0.00723715758068133,0.0017635179902641962,0.022636383972036933,-0.0033003867797396502,-0.0009817246566059534,-0.03254758849517703
2000-01-20,0.06510300528913748,0.004651294373440251,-0.015018199470560822,-0.007751489370502407,-0.0183046091082818,-0.013716724431938498,0.005868893562831046,-0.009765582512206383,0.0,-0.003930832522422878,-0.003927909813042585
2000-01-21,-0.019273223876805523,0.03240727704022062,-0.0003780916646169974,-0.0019531581561432754,-0.012430941514606664,-0.011258164731626663,0.001166761381266923,0.012491539873836555,0.027593685428023873,0.003946344943471347,-0.00702578427206324
2000-01-24,-0.04548029665122344,-0.013452984491181597,0.005278666471958404,-0.029843425565401094,-0.01818155131837418,-0.02880142201977054,-0.0326340548972901,-0.04805174840605986,-0.03544560216081749,0.004323848297710153,0.003911705266407495
2000-01-25,0.05647015920577614,-0.023295435748707072,-0.01656787207548238,0.0070595658736298805,0.010683190274316079,-0.012413615506320919,0.02138531353311035,0.015006852774129609,-0.0022277018557292916,0.0020548602753238665,-0.004252513598153929
2000-01-26,-0.018374054512434124,-0.004654000404842762,0.016177618848943087,-0.004506644780122193,0.03735033028066814,0.009078199386899799,-0.032733430976796374,-0.04032288118182725,-0.01562416787807186,0.0002929282123242949,0.02149905285787601
2000-01-27,-0.0017013433145094403,-0.006428776937847713,0.010257842609638024,-0.006036062094560313,0.010870429596053333,0.018685543741779442,-0.009756635711508754,0.01470592188816977,-0.020408445680754617,0.007126080731564066,0.03176750929629235
2000-01-28,-0.07613660752930074,-0.005294053176692737,-0.010153687679514078,-0.020242913921843964,-0.03494691019366336,-0.008152649347846097,-0.03571382634428977,-0.05037936448733127,-0.011574337010590297,0.012697540091481496,-0.9986128736260897
2000-01-31,0.02090982082621884,0.04612631555474822,-0.01679843403221315,-0.004648728967215132,0.027855067123270016,0.018493353552808234,0.03320596549371291,0.04287803088623554,0.0234189659672559,0.006221227752680969,702.4556095270337
2000-02-01,-0.03373471751403889,-0.007348591830753204,0.003573407090013525,0.012973376586258079,0.005420200420003685,-0.010087147012064479,0.021013186420974606,0.026829297293012644,-0.0022880540564383933,-0.001997518215152483,0.007828884805636038
2000-02-02,-0.014339428785669628,-0.005125537943064917,0.0018916057366158423,0.024590236206920357,-0.010107764647312,0.002037356647201838,0.007263983749872249,0.008482923954171495,0.006307290967671353,-0.0012390131117678838,0.008681504971367326
2000-02-03,0.045541315703098606,-0.001716891591421077,0.0034111824373685984,0.009000025816889412,-0.006127107392322473,-0.013559312100605125,0.028846202127548626,0.039031652416467555,-0.011965800669221371,-0.009447445892930117,-0.9984287324872493
